EQN_NO,LIFEFORM,SPP_CODE,SCI_NAME,COMM_NAME,BIO_COMP,GEO_AREA,SER_STAG,DPV_O,DPV_OMIN,DPV_OMAX,DPV_OUNIT,IP1_TEXT,IP1_MIN,IP1_MAX,IP1_UNIT,IP2_TEXT,IP2_MIN,IP2_MAX,IP2_UNIT,IP3_TEXT,IP3_MIN,IP3_MAX,IP3_UNIT,ORG_EQFM,SMP_SIZE,R_SQUARE,MS_ERROR,SEE
626,S,"PUTR","Purshia tridentata","Antelope Bitterbrush",BAT,E,E,"Total aboveground biomass",,,g,"Mean canopy breadth",22.000,166.000,cm,"","",,,"",,,,"ln(BAT) = -7.7562 + 3.1432 * ln(X)                                              Where X = (canopy length + canopy width)/2",10,0.982,0.120000,0.346410
627,S,"RIBES","Ribes","Currant Species",BAT,E,E,"Total aboveground biomass",,,g,"Mean canopy breadth",9.000,136.000,cm,"","",,,"",,,,"ln(BAT) = -5.9089 + 2.7811 * ln(X)                                              Where X = (canopy length + canopy width)/2",10,0.960,0.247000,0.496990
628,S,"ROSA","Rosa","Rose Species",BAT,E,E,"Total aboveground biomass",,,g,"Mean canopy breadth",8.000,44.000,cm,"","",,,"",,,,"ln(BAT) = -3.5932 + 1.8094 * ln(X)                                              Where X = (canopy length + canopy width)/2",10,0.955,0.058000,0.240830
629,S,"SYMPH","Symphoricarpos","Snowberry Species",BAT,E,E,"Total aboveground biomass",,,g,"Mean canopy breadth",14.000,98.000,cm,"","",,,"",,,,"ln(BAT) = -5.6757 + 2.5432 * ln(X)                                              Where X = (canopy length + canopy width)/2",12,0.971,0.059000,0.242900
630,S,"ARPA","Arctostaphylos patula","Greenleaf Manzanita",BAT,E,E,"Total aboveground biomass",,,g,"Canopy volume (VOL)",1560.000,2100000.000,cm^3,"","",,,"",,,,"ln(BAT) = -6.1575 + 0.9789 * ln(VOL)                                            Where VOL = length*width*height",10,0.994,0.036000,0.189740
631,S,"BERE","Berberis repens","Creeping Hollygrape",BAT,E,E,"Total aboveground biomass",,,g,"Canopy volume (VOL)",1152.000,360000.000,cm^3,"","",,,"",,,,"ln(BAT) = -5.9299 + 0.9415 * ln(VOL)                                            Where VOL = length*width*height",10,0.969,0.105000,0.324040
632,S,"CEVE","Ceanothus velutinus","Snowbrush Ceanothus",BAT,E,E,"Total aboveground biomass",,,g,"Canopy volume (VOL)",21924.000,3600000.000,cm^3,"","",,,"",,,,"ln(BAT) = -7.6750 + 1.0475 * ln(VOL)                                            Where VOL = length*width*height",10,0.989,0.045000,0.212130
633,S,"CHNA","Chrysothamnus nauseosus","Rabbitbrush",BAT,E,E,"Total aboveground biomass",,,g,"Canopy volume (VOL)",1170.000,1800000.000,cm^3,"","",,,"",,,,"ln(BAT) = -7.1034 + 1.0130 * ln(VOL)                                            Where VOL = length*width*height",10,0.996,0.022000,0.148320
634,S,"HABL","Haplopappus bloomeri","Rabbitbrush Goldenweed",BAT,E,E,"Total aboveground biomass",,,g,"Canopy volume (VOL)",490.000,550000.000,cm^3,"","",,,"",,,,"ln(BAT) = -6.8245 + 1.0152 * ln(VOL)                                            Where VOL = length*width*height",10,0.994,0.033000,0.181660
635,T,"PREM","Prunus emarginata","Bitter Cherry",BAT,E,E,"Total aboveground biomass",,,g,"Canopy volume (VOL)",11760.000,6600000.000,cm^3,"","",,,"",,,,"ln(BAT) = -9.2957 + 1.1059 * ln(VOL)                                            Where VOL = length*width*height",11,0.986,0.097000,0.311450
636,S,"PUTR","Purshia tridentata","Antelope Bittebrush",BAT,E,E,"Total aboveground biomass",,,g,"Canopy volume (VOL)",8208.000,4300000.000,cm^3,"","",,,"",,,,"ln(BAT) = -7.9366 + 1.0837 * ln(VOL)                                            Where VOL = length*width*height",10,0.980,0.127000,0.356370
637,S,"RIBES","Ribes","Currant Species",BAT,E,E,"Total aboveground biomass",,,g,"Canopy volume (VOL)",616.000,2300000.000,cm^3,"","",,,"",,,,"ln(BAT) = -6.0076 + 0.9399 * ln(VOL)                                            Where VOL = length*width*height",10,0.948,0.326000,0.570960
638,S,"ROSA","Rosa","Rose Species",BAT,E,E,"Total aboveground biomass",,,g,"Canopy volume (VOL)",1001.000,140000.000,cm^3,"","",,,"",,,,"ln(BAT) = -4.3939 + 0.6480 * ln(VOL)                                            Where VOL = length*width*height",10,0.989,0.014000,0.118320
639,S,"SYMPH","Symphoricarpos","Snowberry Species",BAT,E,E,"Total aboveground biomass",,,g,"Canopy volume (VOL)",4485.000,590000.000,cm^3,"","",,,"",,,,"ln(BAT) = -6.6729 + 0.9619 * ln(VOL)                                            Where VOL = length*width*height",12,0.977,0.047000,0.216790
640,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BAT,E,E,"Total aboveground biomass",,,g,"Stem dia.(abvground, @10% of total height)",9.000,105.000,mm,"","",,,"",,,,"ln(BAT) = -2.9251 + 2.6009 * ln(DBA)",60,0.976,0.055000,0.234520
641,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BST,E,E,"Total stem biomass",,,g,"Stem dia.(abvground, @10% of total height)",9.000,105.000,mm,"","",,,"",,,,"ln(BST) = -4.3922 + 2.7063 * ln(DBA)",60,0.978,0.055000,0.234520
642,T,"PICO","Pinus contorta","Lodgepole Pine",BAT,E,E,"Total aboveground biomass",,,g,"Stem dia.(abvground, @10% of total height)",14.000,79.000,mm,"","",,,"",,,,"ln(BAT) = -4.1678 + 2.9870 * ln(DBA)",15,0.992,0.020000,0.141420
643,T,"PICO","Pinus contorta","Lodgepole Pine",BST,E,E,"Total stem biomass",,,g,"Stem dia.(abvground, @10% of total height)",14.000,79.000,mm,"","",,,"",,,,"ln(BST) = -5.4457 + 3.0896 * ln(DBA)",15,0.996,0.011000,0.104880
644,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BAT,E,E,"Total aboveground biomass",,,g,"Stem dia.(abvground, @10% of total height)",0.900,10.500,cm,"Height","29.",303.000,cm,"",,,,"ln(BAT) =  0.1495 + 0.8669 * ln(DBA^2*HT)",60,0.989,0.026000,0.161240
645,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BST,E,E,"Total stem biomass",,,g,"Stem dia.(abvground, @10% of total height)",0.900,10.500,cm,"Height","29.",303.000,cm,"",,,,"ln(BST) = -1.1976 + 0.9026 * ln(DBA^2*HT)",60,0.992,0.020000,0.141420
646,T,"PICO","Pinus contorta","Lodgepole Pine",BAT,E,E,"Total aboveground biomass",,,g,"Stem dia.(abvground, @10% of total height)",1.400,7.900,cm,"Height","38.",347.000,cm,"",,,,"ln(BAT) = -0.3258 + 0.9203 * ln(DBA^2*HT)",15,0.990,0.024000,0.154920
647,T,"PICO","Pinus contorta","Lodgepole Pine",BST,E,E,"Total stem biomass",,,g,"Stem dia.(abvground, @10% of total height)",1.400,7.900,cm,"Height","38.",347.000,cm,"",,,,"ln(BST) = -1.4862 + 0.9537 * ln(DBA^2*HT)",15,0.998,0.006000,0.077460
648,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BAT,E,E,"Total aboveground biomass",,,g,"Total height (HT)",29.000,303.000,cm,"","",,,"",,,,"ln(BAT) = -5.2552 + 2.5118 * ln(HT)",60,0.980,0.047000,0.216790
649,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BST,E,E,"Total stem biomass",,,g,"Total height (HT)",29.000,303.000,cm,"","",,,"",,,,"ln(BST) = -6.8408 + 2.6186 * ln(HT)",60,0.985,0.037000,0.192350
650,T,"PICO","Pinus contorta","Lodgepole Pine",BAT,E,E,"Total aboveground biomass",,,g,"Total height (HT)",38.000,347.000,cm,"","",,,"",,,,"ln(BAT) = -5.0676 + 2.3717 * ln(HT)",15,0.977,0.057000,0.238750
651,T,"PICO","Pinus contorta","Lodgepole Pine",BST,E,E,"Total stem biomass",,,g,"Total height (HT)",38.000,347.000,cm,"","",,,"",,,,"ln(BST) = -6.4390 + 2.4655 * ln(HT)",15,0.990,0.025000,0.158110
652,T,"ALRU","Alnus rubra","Red Alder",BCT,C,Y,"Biomass, crown, live & dead",,,kg,"DBH",,,cm,"Height (HT)","",,m,"",,,,"BCT = 0.01 + 0.48 X - 0.0009 X^2                                                Where X = (DBH^2 * HT)/100",91,0.746,,
653,T,"ALRU","Alnus rubra","Red Alder",BAE,C,Y,"Total abvground wood & bark biomass",,,kg,"Canopy height (HT)",,,m,"","",,,"",,,,"BAE = -17.15 + 5.24*HT + 0.143*HT^2",,0.975,,
654,T,"ACMA","Acer macrophyllum","Bigleaf Maple",VAE,C,G,"Volume, abvground, live+dead wood plus bark",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,90.000,cm,"Tree height (HT)","9.",27.000,m,"",,,," VAE =  0.0000718042 * DBH^2.22462 * HT^0.57561",61,0.944,1.664100,1.290000
655,T,"ACMA","Acer macrophyllum","Bigleaf Maple",VSW,C,G,"Stem wood volume (30cm stump ht. to 10cm top)",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,90.000,cm,"Tree height (HT)","9.",27.000,m,"",,,," VSW =  0.0000246916 * DBH^2.35347 * HT^0.69586",61,0.924,1.876900,1.370000
656,T,"QUKE","Quercus kelloggii","California Black Oak",VAE,G,G,"Volume, abvground, live+dead wood plus bark",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,110.000,cm,"Tree height (HT)","9.",42.000,m,"",,,," VAE =  0.0000870843 * DBH^1.97437 * HT^0.85034",59,0.971,1.488400,1.220000
657,T,"QUKE","Quercus kelloggii","California Black Oak",VSW,G,G,"Stem wood volume (30cm stump ht. to 10cm top)",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,110.000,cm,"Tree height (HT)","9.",42.000,m,"",,,," VSW =  0.0000386403 * DBH^2.12635 * HT^0.83339",60,0.962,1.638400,1.280000
658,S,"ARPA","Arctostaphylos patula","Grnlf Manzanita",BAT,E,Y,"Total aboveground biomass",0.600,7495.000,g,"Stem basal diameter (at ground)",0.400,11.500,cm,"Canopy length","7.0",298.000,cm,"",,,,"ln(BAT) = -1.9640 + 1.8016*ln(DBA) + 0.9567*ln(LEN)",150,0.970,0.218000,
659,T,"QUDO","Quercus douglasii","Blue Oak",VAE,G,G,"Volume, abvground, live+dead wood plus bark",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,70.000,cm,"Tree height (HT)","6.",24.000,m,"",,,," VAE =  0.0000697541 * DBH^2.33089 * HT^0.46100",60,0.971,1.488400,1.220000
660,T,"QUDO","Quercus douglasii","Blue Oak",VSW,G,G,"Stem wood volume (30cm stump ht. to 10cm top)",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,70.000,cm,"Tree height (HT)","6.",24.000,m,"",,,," VSW =  0.0000204861 * DBH^2.53987 * HT^0.50591",60,0.970,1.562500,1.250000
661,T,"QUCH","Quercus chrysolepis","Canyon Live Oak",VAE,G,G,"Volume, abvground, live+dead wood plus bark",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,80.000,cm,"Tree height (HT)","6.",30.000,m,"",,,," VAE =  0.0000730718 * DBH^2.20527 * HT^0.61190",58,0.978,1.392400,1.180000
662,T,"QUCH","Quercus chrysolepis","Canyon Live Oak",VSW,G,G,"Stem wood volume (30cm stump ht. to 10cm top)",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,80.000,cm,"Tree height (HT)","6.",30.000,m,"",,,," VSW =  0.0000248325 * DBH^2.32519 * HT^0.74348",58,0.980,1.416100,1.190000
663,T,"CACH","Castanopsis chrysophylla","",VAE,C,G,"Volume, abvground, live+dead wood plus bark",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,80.000,cm,"Tree height (HT)","6.",30.000,m,"",,,," VAE =  0.0001169607 * DBH^2.02232 * HT^0.68638",60,0.960,1.587600,1.260000
664,T,"CACH","Castanopsis chrysophylla","",VSW,C,G,"Stem wood volume (30cm stump ht. to 10cm top)",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,80.000,cm,"Tree height (HT)","6.",30.000,m,"",,,," VSW =  0.0000568840 * DBH^2.07202 * HT^0.77467",60,0.958,1.612900,1.270000
665,T,"QUAG","Quercus agrifolia","Coast Live Oak",VAE,C,G,"Volume, abvground, live+dead wood plus bark",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,100.000,cm,"Tree height (HT)","6.",30.000,m,"",,,," VAE =  0.0000446992 * DBH^2.31958 * HT^0.62528",60,0.968,1.562500,1.250000
666,T,"QUAG","Quercus agrifolia","Coast Live Oak",VSW,C,G,"Stem wood volume (30cm stump ht. to 10cm top)",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,100.000,cm,"Tree height (HT)","6.",30.000,m,"",,,," VSW =  0.0000135114 * DBH^2.53284 * HT^0.60764",59,0.971,1.562500,1.250000
667,T,"QUEN","Quercus engelmannii","Engelmann Oak",VAE,C,G,"Volume, abvground, live+dead wood plus bark",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,80.000,cm,"Tree height (HT)","6.",15.000,m,"",,,," VAE =  0.0000805935 * DBH^2.40248 * HT^0.28060",61,0.965,1.512900,1.230000
668,T,"QUEN","Quercus engelmannii","Engelmann Oak",VSW,C,G,"Stem wood volume (30cm stump ht. to 10cm top)",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,80.000,cm,"Tree height (HT)","6.",15.000,m,"",,,," VSW =  0.0000193268 * DBH^2.61268 * HT^0.31103",61,0.966,1.537600,1.240000
669,T,"QUWI","Quercus wislizeni","Interior Live Oak",VAE,G,G,"Volume, abvground, live+dead wood plus bark",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,100.000,cm,"Tree height (HT)","6.",27.000,m,"",,,," VAE =  0.0001238312 * DBH^2.02989 * HT^0.63257",58,0.971,1.464100,1.210000
670,T,"QUWI","Quercus wislizeni","Interior Live Oak",VSW,G,G,"Stem wood volume (30cm stump ht. to 10cm top)",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,100.000,cm,"Tree height (HT)","6.",27.000,m,"",,,," VSW =  0.0000396716 * DBH^2.14915 * HT^0.77843",58,0.967,1.537600,1.240000
671,T,"UMCA","Umbellularia californica","Calif Laurel",VAE,C,G,"Volume, abvground, live+dead wood plus bark",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,80.000,cm,"Tree height (HT)","6.",33.000,m,"",,,," VAE =  0.0000763133 * DBH^1.94553 * HT^0.88389",60,0.967,1.537600,1.240000
672,T,"UMCA","Umbellularia californica","Calif Laurel",VSW,C,G,"Stem wood volume (30cm stump ht. to 10cm top)",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,80.000,cm,"Tree height (HT)","6.",33.000,m,"",,,," VSW =  0.0000237733 * DBH^2.05910 * HT^1.05293",60,0.959,1.690000,1.300000
673,T,"ARME","Arbutus menziesii","Pacific Madrone",VAE,C,G,"Volume, abvground, live+dead wood plus bark",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,70.000,cm,"Tree height (HT)","6.",30.000,m,"",,,," VAE =  0.0000821921 * DBH^1.96628 * HT^0.83458",60,0.967,1.512900,1.230000
674,T,"ARME","Arbutus menziesii","Pacific Madrone",VSW,C,G,"Stem wood volume (30cm stump ht. to 10cm top)",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,70.000,cm,"Tree height (HT)","6.",30.000,m,"",,,," VSW =  0.0000378129 * DBH^1.99295 * HT^1.01532",58,0.959,1.612900,1.270000
675,T,"QUGA","Quercus garryana","Oregon White Oak",VAE,G,G,"Volume, abvground, live+dead wood plus bark",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,90.000,cm,"Tree height (HT)","6.",27.000,m,"",,,," VAE =  0.0000674342 * DBH^2.14321 * HT^0.74220",60,0.961,1.587600,1.260000
676,T,"QUGA","Quercus garryana","Oregon White Oak",VSW,G,G,"Stem wood volume (30cm stump ht. to 10cm top)",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,90.000,cm,"Tree height (HT)","6.",27.000,m,"",,,," VSW =  0.0000236325 * DBH^2.25575 * HT^0.87108",60,0.958,1.690000,1.300000
677,T,"LIDE","Lithocarpus densiflorus","Tanbark Oak",VAE,C,G,"Volume, abvground, live+dead wood plus bark",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,100.000,cm,"Tree height (HT)","6.",33.000,m,"",,,," VAE =  0.0000763045 * DBH^1.94165 * HT^0.86562",60,0.973,1.488400,1.220000
678,T,"LIDE","Lithocarpus densiflorus","Tanbark Oak",VSW,C,G,"Stem wood volume (30cm stump ht. to 10cm top)",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,100.000,cm,"Tree height (HT)","6.",33.000,m,"",,,," VSW =  0.0000081905 * DBH^2.19576 * HT^1.14078",59,0.961,1.716100,1.310000
679,T,"QULO","Quercus lobata","Valley Oak",VAE,G,G,"Volume, abvground, live+dead wood plus bark",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,100.000,cm,"Tree height (HT)","6.",30.000,m,"",,,," VAE =  0.0000334750 * DBH^2.33631 * HT^0.74872",59,0.990,1.322500,1.150000
680,T,"QULO","Quercus lobata","Valley Oak",VSW,G,G,"Stem wood volume (30cm stump ht. to 10cm top)",,,m^3,"Diameter at breast height (DBH)(at 1.37 m)",10.000,100.000,cm,"Tree height (HT)","6.",30.000,m,"",,,," VSW =  0.0000095166 * DBH^2.39565 * HT^0.98878",59,0.990,1.345600,1.160000
681,S,"CEVE","Ceanothus velutinus","Snowbrush Ceanothus",BFT,E,Y,"Foliage biomass",0.700,392.000,g,"Stem basal diameter (below all branches)",0.300,11.700,cm,"Canopy length","8",266.000,cm,"",,,,"ln(BFT) = -0.3320 + 1.2392*ln(DBA) + 0.5513*ln(LEN)",150,0.920,0.225000,
682,T,"PICO","Pinus contorta","Lodgepole Pine",BST,R,M,"Total stem biomass",,,kg,"Diameter at breast height",10.000,60.000,cm,"","",,,"",,,," BST = -4.30 + 0.305*((Pi*DBH^2)/4)",80,0.961,,
683,T,"PICO","Pinus contorta","Lodgepole Pine",BST,R,M,"Total stem biomass",,,kg,"Diameter at breast height",0.000,10.000,cm,"","",,,"",,,," BST = -1.50 + 0.215*((Pi*DBH^2)/4)",80,0.970,,
684,T,"PICO","Pinus contorta","Lodgepole Pine",BBL,R,M,"Live branch biomass",,,kg,"Diameter at breast height",10.000,60.000,cm,"","",,,"",,,," BBL = -0.50 + 0.039*((Pi*DBH^2)/4)",80,0.873,,
685,T,"PICO","Pinus contorta","Lodgepole Pine",BBL,R,M,"Live branch biomass",,,kg,"Diameter at breast height",0.000,10.000,cm,"","",,,"",,,," BBL = -0.50 + 0.030*((Pi*DBH^2)/4)",80,0.829,,
686,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,R,M,"Total foliage biomass",,,kg,"Diameter at breast height",20.000,60.000,cm,"","",,,"",,,," BFT = 10.3 + 0.016*((Pi*DBH^2)/4)",80,0.906,,
687,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,R,M,"Total foliage biomass",,,kg,"Diameter at breast height",10.000,30.000,cm,"","",,,"",,,," BFT = -1.0 + 0.034*((Pi*DBH^2)/4)",80,0.828,,
688,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,R,M,"Total foliage biomass",,,kg,"Diameter at breast height",10.000,30.000,cm,"","",,,"",,,," BFT = -0.5 + 0.031*((Pi*DBH^2)/4)",80,0.841,,
689,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,R,M,"Total foliage biomass",,,kg,"Diameter at breast height",0.000,30.000,cm,"","",,,"",,,," BFT = -0.14 + 0.025*((Pi*DBH^2)/4)",80,0.839,,
690,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,R,M,"Total foliage biomass",,,kg,"Sapwood cross-sectional area",,,cm^2,"","",,,"",,,," BFT = 6.5 + 0.037*SPA   (Range of DBH: 20-60cm)",80,0.929,,
691,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,R,M,"Total foliage biomass",,,kg,"Sapwood cross-sectional area",,,cm^2,"","",,,"",,,," BFT = 4.4 + 0.036*SPA   (Range of DBH: 10-30 cm)",80,0.775,,
692,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,R,M,"Total foliage biomass",,,kg,"Sapwood cross-sectional area",,,cm^2,"","",,,"",,,," BFT = -0.09 + 0.040*SPA    (Range of DBH: 10-30 cm)",80,0.953,,
693,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,R,M,"Total foliage biomass",,,kg,"Sapwood cross-sectional area",,,cm^2,"","",,,"",,,," BFT = -0.01 + 0.024*SPA   (Range of DBH: <10 cm)",80,0.633,,
694,S,"CEVE","Ceanothus velutinus","Snowbrush Ceanothus",BST,E,Y,"Total stem biomass",0.200,3797.000,g,"Stem basal diameter (below all branches)",0.300,11.700,cm,"Height","21",188.000,cm,"Canopy length",8.000,266.000,cm,"ln(BST) = -2.4141 + 1.6227*ln(DBA) + 0.5636*ln(HT) + 0.7421*ln(LEN)",150,0.970,0.138000,
695,T,"PICO","Pinus contorta","Lodgepole Pine",BKL,R,M,"Biomass, koarse roots, live",,,kg,"Diameter at breast height",10.000,60.000,cm,"","",,,"",,,," BKL = -1.41 + 0.069*((Pi*DBH^2)/4)",70,0.813,,
696,T,"PICO","Pinus contorta","Lodgepole Pine",BKL,R,M,"Biomass, koarse roots, live",,,kg,"Diameter at breast height",0.000,10.000,cm,"","",,,"",,,," BKL = 0.17 + 0.075*((Pi*DBH^2)/4)",70,0.913,,
697,T,"PICO","Pinus contorta","Lodgepole Pine",AFT,R,M,"Total all-sided foliage area",,,m^2,"Sapwood cross-sectional area",,,cm^2,"","",,,"",,,," AFT = 41.9 + 0.238*SPA   (Range of DBH: 20-60cm)",80,0.929,,
698,T,"PICO","Pinus contorta","Lodgepole Pine",AFT,R,M,"Total all-sided foliage area",,,m^2,"Sapwood cross-sectional area",,,cm^2,"","",,,"",,,," AFT = 32.2 + 0.263*SPA   (Range of DBH: 10-30 cm)",80,0.775,,
699,T,"PICO","Pinus contorta","Lodgepole Pine",AFT,R,M,"Total all-sided foliage area",,,m^2,"Sapwood cross-sectional area",,,cm^2,"","",,,"",,,," AFT = -0.67 + 0.300*SPA    (Range of DBH: 10-30 cm)",80,0.953,,
700,T,"PICO","Pinus contorta","Lodgepole Pine",AFT,R,M,"Total all-sided foliage area",,,m^2,"Sapwood cross-sectional area",,,cm^2,"","",,,"",,,," AFT = -0.08 + 0.198*SPA   (Range of DBH: <10 cm)",80,0.633,,
701,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BFT,E,Y,"Total foliage biomass",0.560,48.300,kg,"Diameter at breast height",5.300,38.700,cm,"","",,,"",,,," ln(BFT) = -3.5328 + 1.992*ln(DBH)",23,0.972,0.043620,0.208854
702,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BBL,E,Y,"Live branch biomass",0.800,146.000,kg,"Diameter at breast height",5.300,38.700,cm,"Total height","3.11",20.630,m,"",,,," ln(BBL) = -4.1068 + 1.5177*ln(DBH) +1.0424*ln(HT)",23,0.951,0.127300,0.356791
703,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BBL,E,Y,"Live branch biomass",0.800,146.000,kg,"Diameter at breast height",5.300,38.700,cm,"","",,,"",,,," ln(BBL) = -4.5745 + 2.4645*ln(DBH)",23,0.941,0.145400,0.381314
704,T,"PIPO","Pinus ponderosa","Ponderosa Pine",VSB,E,Y,"Stem bark volume",,,m^3,"Diameter at breast height",5.300,38.700,cm,"Total height","3.11",20.630,m,"",,,," ln(VSB) = -10.3786 + 2.0879*ln(DBH) +0.3799*ln(HT)",23,0.990,0.021500,0.146629
705,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BSB,E,Y,"Stem bark biomass",,,kg,"Diameter at breast height",5.300,38.700,cm,"Total height","3.11",20.630,m,"",,,," ln(BSB) = -3.6263 + 1.34077*ln(DBH) +0.8567*ln(HT)",23,0.990,0.025600,0.160000
706,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BAT,E,Y,"Total aboveground biomass",,,kg,"Diameter at breast height",5.300,38.700,cm,"Total height","3.11",20.630,m,"",,,," ln(BAT) = -2.3371 + 1.5812*ln(DBH) +0.9036*ln(HT)",23,0.995,0.011900,0.109087
707,T,"ABMAS","Abies magnifica var. shas","Red Fir",VSW,C,M,"Stem wood volume",,,ft^3,"Diameter at breast height of 1.37 m (DBH)",7.000,25.000,in,"Total tree height (HT)","",,ft,"",,,," VSW =  0.00159412*DBH^2*HT +0.0025682*DBH^2 +0.000000811*DBH*HT^3",65,0.961,47.540000,6.894900
708,T,"ABCO","Abies concolor","White Fir",VSW,C,M,"Stem wood volume",,,ft^3,"Diameter at breast height of 1.37 m (DBH)",7.000,25.000,in,"Total tree height (HT)","",,ft,"",,,," VSW =  0.00159412*DBH^2*HT +0.0025682*DBH^2 +0.000000811*DBH*HT^3",378,0.961,47.540000,6.894900
709,T,"ABGR","Abies grandis","Grand Fir",VSW,R,M,"Stem wood volume",,,ft^3,"Diameter at breast height of 1.37 m (DBH)",7.000,23.000,in,"Total tree height (HT)","",,ft,"",,,," VSW =  0.00187129*DBH^2*HT +0.021574*DBH^2 +0.000000755*DBH*HT^3",50,0.974,20.030000,4.475500
710,T,"JUSC","Juniperus scopulorum","Rocky Mt Juniper",VAE,R,G,"Volume, abvground, live & dead wood plus bark",,,ft^3,"Diameter at root collar",4.000,35.000,in,"Total height","4.",30.000,ft,"",,,,"VAE = (0.02434 + 0.119106*(DBA^2*HT)^(1/3))^3",197,0.700,0.026300,0.162173
711,T,"JUOC","Juniperus occidentalis","Western Juniper",VAE,R,G,"Volume, abvground, live & dead wood plus bark",,,ft^3,"Diameter at root collar",4.000,50.000,in,"Total height","6.",50.000,ft,"",,,,"VAE = (-0.120388 + 0.125468*(DBA^2*HT)^(1/3))^3                          This equation is used for single-stem western juniper",137,0.760,0.039000,0.197484
712,T,"JUOC","Juniperus occidentalis","Western Juniper",VAE,R,G,"Volume, abvground, live & dead wood plus bark",,,ft^3,"Diameter at root collar",4.000,40.000,in,"Total height","6.",35.000,ft,"",,,,"VAE = (-0.22048 + 0.125468*(DBA^2*HT)^(1/3))^3                          This equation is used for multiple-stem western juniper",45,0.760,0.039000,0.197484
713,T,"JUOC","Juniperus occidentalis","Western Juniper",VSW,E,G,"Stem wood volume (including top and stump)",,,ft^3,"Diameter at breast height",5.000,30.400,in,"Total height","20.0",60.000,ft,"",,,,"VSW = 0.005454154*DBH^2*[0.307+0.00086*HT-0.0037*DBH*HT/(HT-4.5)] *HT*[HT/(HT-4.5)]^2",73,,,
714,T,"POTR","Populus tremuloides","Quaking Aspen",BSW,R,Y,"Stem wood biomass (to 2 cm top)",230.000,370000.000,g,"Diameter at breast height (at 1.37 m)",2.000,31.500,cm,"Total height","124.9",2774.000,cm,"",,,,"ln(BSW) = -1.70703 + 0.979867*ln(DBH^2*HT)",279,0.992,,
715,T,"POTR","Populus tremuloides","Quaking Aspen",BST,R,Y,"Total stem biomass (to 2 cm top)",330.000,450000.000,g,"Diameter at breast height (at 1.37 m)",2.000,31.500,cm,"Total height","124.9",2774.000,cm,"",,,,"ln(BST) = -1.16921 + 0.955453*ln(DBH^2*HT)",279,0.991,,
716,T,"POTR","Populus tremuloides","Quaking Aspen",BAE,R,Y,"Biomass, abvground, live & dead wood plus bark",520.000,550000.000,g,"Diameter at breast height (at 1.37 m)",2.000,31.500,cm,"Total height","124.9",2774.000,cm,"",,,,"ln(BAE) = -0.89667 + 0.942525*ln(DBH^2*HT)",279,0.988,,
