EQN_NO,LIFEFORM,SPP_CODE,SCI_NAME,COMM_NAME,BIO_COMP,GEO_AREA,SER_STAG,TAX_LIFE,PA1_CODE,PA1_TEXT,PA1_MIN,PA1_MAX,PA1_UNIT,PA2_CODE,PA2_TEXT,PA2_MIN,PA2_MAX,PA2_UNIT,PA3_CODE,PA3_TEXT,PA3_MIN,PA3_MAX,PA3_UNIT,DEP_VAR,DPV_MIN,DPV_MAX,DPV_UNIT,CF1,CF2,CF3,CF4,EQUATION
587,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BCT,R,M,T,DBH,"Stem diameter at breast height",2.540,27.940,cm,,"",,,,,"",,,,"Biomass, crown, live & dead",,,g,4.369330000,2.008300000,,,"ln(BCT) = 4.36933 + 2.0083 * ln(DBH)"
588,T,"ABGR","Abies grandis","Grand Fir",BCL,R,M,T,DBH,"Stem diameter at breast height",2.540,30.480,cm,,"",,,,,"",,,,"Live crown biomass",,,g,5.625590000,1.615600000,,,"ln(BCL) = 5.62559 + 1.6156 * ln(DBH)"
589,T,"ABGR","Abies grandis","Grand Fir",BCD,R,M,T,DBH,"Stem diameter at breast height",2.540,30.480,cm,,"",,,,,"",,,,"Dead crown biomass",,,g,1.119520000,2.549200000,,,"ln(BCD) = 1.11952 + 2.5492 * ln(DBH)"
590,T,"ABGR","Abies grandis","Grand Fir",BCT,R,M,T,DBH,"Stem diameter at breast height",2.540,30.480,cm,,"",,,,,"",,,,"Biomass, crown, live & dead",,,g,5.562720000,1.683900000,,,"ln(BCT) = 5.56272 + 1.6839 * ln(DBH)"
591,T,"THPL","Thuja plicata","Western Redcedar",BCL,R,M,T,DBH,"Stem diameter at breast height",2.540,27.940,cm,,"",,,,,"",,,,"Live crown biomass",,,g,5.017330000,1.796000000,,,"ln(BCL) = 5.01733 + 1.7960 * ln(DBH)"
592,T,"THPL","Thuja plicata","Western Redcedar",BCD,R,M,T,DBH,"Stem diameter at breast height",2.540,27.940,cm,,"",,,,,"",,,,"Dead crown biomass",,,g,0.993190000,2.494200000,,,"ln(BCD) = 0.99319 + 2.4942 * ln(DBH)"
593,T,"THPL","Thuja plicata","Western Redcedar",BCT,R,M,T,DBH,"Stem diameter at breast height",2.540,27.940,cm,,"",,,,,"",,,,"Biomass, crown, live & dead",,,g,5.034760000,1.828900000,,,"ln(BCT) = 5.03476 + 1.8289 * ln(DBH)"
594,T,"PIEN","Picea engelmannii","Engelmann Spruce",BST,R,Y,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,,"",,,,,"",,,,"Total stem biomass",,7257.00,g,5.668630000,1.380300000,,,"ln(BST) = 5.66863 + 1.3803 * ln(DBH)"
595,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BST,R,Y,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,,"",,,,,"",,,,"Total stem biomass",,,g,335.658350000,111.857920000,,,"BST = 335.65835 + 111.85792 * DBH^2"
596,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BST,R,Y,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,,"",,,,,"",,,,"Total stem biomass",,,g,489.879760000,65.814080000,,,"BST = 489.87976 + 65.81408 * DBH^2"
597,T,"PICO","Pinus contorta","Lodgepole Pine",BST,R,Y,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,,"",,,,,"",,,,"Total stem biomass",,,g,675.852630000,-426.447400000,161.494440000,,"BST = 675.85263 -426.4474*DBH +161.49444 * DBH^2"
598,T,"TSHE","Tsuga heterophylla","Western Hemlock",BST,R,Y,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,,"",,,,,"",,,,"Total stem biomass",,,g,521.631230000,14.670260000,,,"BST = 521.63123 + 14.67026 * DBH^3"
599,T,"THPL","Thuja plicata","Western Redcedar",BST,R,Y,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,,"",,,,,"",,,,"Total stem biomass",,,g,0.000000000,256.439900000,9.206280000,,"BST = 0.0 + 256.4399*DBH + 9.20628*DBH^3"
600,T,"ABGR","Abies grandis","Grand Fir",BST,R,Y,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,,"",,,,,"",,,,"Total stem biomass",,,g,281.227270000,4.771990000,56.414080000,,"BST = 281.22727 +4.77199*DBH^3 +56.41408*DBH^2"
601,T,"TSHE","Tsuga heterophylla","Western Hemlock",BST,R,Y,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,HT,"Tree height",,,cm,,"",,,,"Total stem biomass",,,g,140.613630000,148.828000000,0.000000000,0.157290000,"BST = 140.61363 +148.828*DBH +0.15729*DBH^2*HT"
602,T,"TSHE","Tsuga heterophylla","Western Hemlock",BST,R,Y,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,,"",,,,,"",,,,"Total stem biomass",,,g,49.895160000,117.060620000,,,"BST = 49.89516 + 117.06062 * DBH^2"
603,T,"LAOC","Larix occidentalis","Western Larch",BST,R,Y,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,HT,"Tree height",,,cm,,"",,,,"Total stem biomass",,19504.00,g,294.835040000,0.231580000,,,"BST = 294.83504 + 0.23158*DBH^2*HT"
604,T,"LAOC","Larix occidentalis","Western Larch",BST,R,Y,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,,"",,,,,"",,,,"Total stem biomass",,19504.00,g,435.448680000,18.080410000,,,"BST = 435.44868 + 18.08041*DBH^3"
605,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BST,R,M,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,HT,"Tree height",,,cm,,"",,,,"Total stem biomass",,,g,127.005860000,0.000000000,0.062090000,1.120210000,"BST = 127.00586 + 0.0*DBH^2 + 0.06209*DBH^2*HT + 1.12021*DBH*HT"
606,T,"ABLA2","Abies lasiocarpa","Subalpine Fir",BST,R,M,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,,"",,,,,"",,,,"Total stem biomass",,,g,703.068170000,11.459410000,,,"BST = 703.06817 + 11.45941*DBH^3"
607,T,"PIAL","Pinus albicaulis","Whitebark Pine",BST,R,M,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,HT,"Tree height",,,cm,,"",,,,"Total stem biomass",,,g,603.277850000,0.198690000,,,"BST = 603.27785 + 0.19869*DBH^2*HT"
608,T,"PIAL","Pinus albicaulis","Whitebark Pine",BST,R,M,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,,"",,,,,"",,,,"Total stem biomass",,,g,235.868030000,101.311920000,,,"BST = 235.86803 + 101.31192 * DBH^2"
609,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BST,R,M,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,,"",,,,,"",,,,"Total stem biomass",,,g,-399.161300000,157.065120000,,,"BST = -399.1613 + 157.06512*DBH^2"
610,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BST,R,M,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,HT,"Tree height",,,cm,,"",,,,"Total stem biomass",,,g,90.718470000,0.162800000,,,"BST = 90.71847 + 0.16280*DBH^2*HT"
611,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BST,R,M,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,,"",,,,,"",,,,"Total stem biomass",,,g,335.658350000,11.088500000,,,"BST = 335.65835 + 11.08850*DBH^3"
612,T,"THPL","Thuja plicata","Western Redcedar",BST,R,M,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,,"",,,,,"",,,,"Total stem biomass",,,g,235.868030000,94.914010000,,,"BST = 235.86803 + 94.91401*DBH^2"
613,T,"ABGR","Abies grandis","Grand Fir",BST,R,M,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,HT,"Tree height",,,cm,,"",,,,"Total stem biomass",,,g,154.221410000,0.211790000,,,"BST = 154.22141 + 0.21179*DBH^2*HT"
614,T,"ABGR","Abies grandis","Grand Fir",BST,R,M,T,DBH,"Stem diameter at breast height",0.000,10.160,cm,,"",,,,,"",,,,"Total stem biomass",,,g,-739.355600000,152.706100000,,,"BST = -739.3556 + 152.7061*DBH^2"
615,T,"PPPA","PSME + PIPO + PIEN + ABLA","",BAT,R,Y,T,HT,"Tree height",0.000,457.200,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,-6.015530000,2.560000000,,,"ln(BAT) = -6.01553 + 2.560 * ln(HT)"
616,T,"PIABPI","PIMO + ABGR + PIAL","",BAT,R,Y,T,HT,"Tree height",0.000,457.200,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,-4.190960000,2.175000000,,,"ln(BAT) = -4.19096 + 2.175 * ln(HT)"
617,T,"THLAPI","THPL + LAOC + PICO","",BAT,R,Y,T,HT,"Tree height",0.000,457.200,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,-5.841390000,2.411000000,,,"ln(BAT) = -5.84139 + 2.411 * ln(HT)"
618,T,"TSHE","Tsuga heterophylla","Western Hemlock",BAT,R,Y,T,HT,"Tree height",0.000,457.200,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,-8.008100000,2.722000000,,,"ln(BAT) = -8.0081 + 2.722 * ln(HT)"
619,T,"THPSPI","THPL + PSME + PIPO","",BAT,R,Y,T,HT,"Tree height",0.000,457.200,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,-3.375690000,1.925000000,,,"ln(BAT) = -3.37569 + 1.925 * ln(HT)"
620,S,"ARPA","Arctostaphylos patula","Greenleaf Manzanita",BAT,E,E,S,LEN,"Canopy length",12.000,158.000,cm,WID,"Canopy width",12.000,158.000,cm,,"",,,,"Total aboveground biomass",,,g,-7.353100000,2.692500000,,,"ln(BAT) = -7.3531 + 2.6925 * ln(LEN+WID)"
621,S,"BERE","Berberis repens","Creeping Hollygrape",BAT,E,E,S,LEN,"Canopy length",12.000,78.000,cm,WID,"Canopy width",12.000,78.000,cm,,"",,,,"Total aboveground biomass",,,g,-7.331570000,2.693900000,,,"ln(BAT) = -7.33157 + 2.6939 * ln(LEN+WID)"
622,S,"CEVE","Ceanothus velutinus","Snowbrush Ceanothus",BAT,E,E,S,LEN,"Canopy length",32.000,209.000,cm,WID,"Canopy width",32.000,209.000,cm,,"",,,,"Total aboveground biomass",,,g,-8.882040000,2.845200000,,,"ln(BAT) = -8.88204 + 2.8452 * ln(LEN+WID)"
623,S,"CHNA","Chrysothamnus nauseosus","Rabbitbrush",BAT,E,E,S,LEN,"Canopy length",12.000,130.000,cm,WID,"Canopy width",12.000,130.000,cm,,"",,,,"Total aboveground biomass",,,g,-8.291940000,2.842600000,,,"ln(BAT) = -8.29194 + 2.8426 * ln(LEN+WID)"
624,S,"HABL","Haplopappus bloomeri","",BAT,E,E,S,LEN,"Canopy length",7.000,97.000,cm,WID,"Canopy width",7.000,97.000,cm,,"",,,,"Total aboveground biomass",,,g,-7.888400000,2.747900000,,,"ln(BAT) = -7.8884 + 2.7479 * ln(LEN+WID)"
625,T,"PREM","Prunus emarginata","Bitter Cherry",BAT,E,E,T,LEN,"Canopy length",18.000,191.000,cm,WID,"Canopy width",18.000,191.000,cm,,"",,,,"Total aboveground biomass",,,g,-9.274550000,2.893400000,,,"ln(BAT) = -9.27455 + 2.8934 * ln(LEN+WID)"
626,S,"PUTR","Purshia tridentata","Antelope Bitterbrush",BAT,E,E,S,LEN,"Canopy length",22.000,166.000,cm,WID,"Canopy width",22.000,166.000,cm,,"",,,,"Total aboveground biomass",,,g,-9.934900000,3.143200000,,,"ln(BAT) = -9.9349 + 3.1432 * ln(LEN+WID)"
627,S,"RIBES","Ribes","Currant Species",BAT,E,E,S,LEN,"Canopy length",9.000,136.000,cm,WID,"Canopy width",9.000,136.000,cm,,"",,,,"Total aboveground biomass",,,g,-7.836610000,2.781100000,,,"ln(BAT) = -7.83661 + 2.7811 * ln(LEN+WID)"
628,S,"ROSA","Rosa","Rose Species",BAT,E,E,S,LEN,"Canopy length",8.000,44.000,cm,WID,"Canopy width",8.000,44.000,cm,,"",,,,"Total aboveground biomass",,,g,-4.847380000,1.809400000,,,"ln(BAT) = -4.84738 + 1.8094 * ln(LEN+WID)"
629,S,"SYMPH","Symphoricarpos","Snowberry Species",BAT,E,E,S,LEN,"Canopy length",14.000,98.000,cm,WID,"Canopy width",14.000,98.000,cm,,"",,,,"Total aboveground biomass",,,g,-7.438510000,2.543200000,,,"ln(BAT) = -7.43851 + 2.5432 * ln(LEN+WID)"
630,S,"ARPA","Arctostaphylos patula","Greenleaf Manzanita",BAT,E,E,S,VOL,"Canopy volume",1.560,2104.000,dm^3,,"",,,,,"",,,,"Total aboveground biomass",,,g,0.604500000,0.978900000,,,"ln(BAT) =  0.6045 + 0.9789 * ln(VOL)                                            Where VOL = length*width*height"
631,S,"BERE","Berberis repens","Creeping Hollygrape",BAT,E,E,S,VOL,"Canopy volume",1.152,362.500,dm^3,,"",,,,,"",,,,"Total aboveground biomass",,,g,0.573750000,0.941500000,,,"ln(BAT) = 0.57375 + 0.9415 * ln(VOL)                                            Where VOL = length*width*height"
632,S,"CEVE","Ceanothus velutinus","Snowbrush Ceanothus",BAT,E,E,S,VOL,"Canopy volume",21.920,3588.000,dm^3,,"",,,,,"",,,,"Total aboveground biomass",,,g,-0.439130000,1.047500000,,,"ln(BAT) = -0.43913 + 1.0475 * ln(VOL)                                           Where VOL = length*width*height"
633,S,"CHNA","Chrysothamnus nauseosus","Rabbitbrush",BAT,E,E,S,VOL,"Canopy volume",1.170,1788.000,dm^3,,"",,,,,"",,,,"Total aboveground biomass",,,g,-0.105840000,1.013000000,,,"ln(BAT) = -0.10584 + 1.0130 * ln(VOL)                                           Where VOL = length*width*height"
634,S,"HABL","Haplopappus bloomeri","Rabbitbrush Goldenweed",BAT,E,E,S,VOL,"Canopy volume",0.490,546.700,dm^3,,"",,,,,"",,,,"Total aboveground biomass",,,g,0.188250000,1.015200000,,,"ln(BAT) = 0.18825 + 1.0152 * ln(VOL)                                            Where VOL = length*width*height"
635,T,"PREM","Prunus emarginata","Bitter Cherry",BAT,E,E,T,VOL,"Canopy volume",11.760,6551.000,dm^3,,"",,,,,"",,,,"Total aboveground biomass",,,g,-1.656410000,1.105900000,,,"ln(BAT) = -1.65641 + 1.1059 * ln(VOL)                                           Where VOL = length*width*height"
636,S,"PUTR","Purshia tridentata","Antelope Bittebrush",BAT,E,E,S,VOL,"Canopy volume",8.208,4349.000,dm^3,,"",,,,,"",,,,"Total aboveground biomass",,,g,-0.450670000,1.083700000,,,"ln(BAT) = -0.45067 + 1.0837 * ln(VOL)                                           Where VOL = length*width*height"
637,S,"RIBES","Ribes","Currant Species",BAT,E,E,S,VOL,"Canopy volume",0.616,2308.000,dm^3,,"",,,,,"",,,,"Total aboveground biomass",,,g,0.485000000,0.939900000,,,"ln(BAT) =  0.4850 + 0.9399 * ln(VOL)                                            Where VOL = length*width*height"
638,S,"ROSA","Rosa","Rose Species",BAT,E,E,S,VOL,"Canopy volume",1.001,136.500,dm^3,,"",,,,,"",,,,"Total aboveground biomass",,,g,0.082330000,0.648000000,,,"ln(BAT) = 0.08233 + 0.6480 * ln(VOL)                                            Where VOL = length*width*height"
639,S,"SYMPH","Symphoricarpos","Snowberry Species",BAT,E,E,S,VOL,"Canopy volume",4.485,590.400,dm^3,,"",,,,,"",,,,"Total aboveground biomass",,,g,-0.028330000,0.961900000,,,"ln(BAT) = -0.02833 + 0.9619 * ln(VOL)                                           Where VOL = length*width*height"
640,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BAT,E,E,T,DBA,"Stem diameter (aboveground, @10% of total height)",0.900,10.500,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,3.063690000,2.600900000,,,"ln(BAT) = 3.06369 + 2.6009 * ln(DBA)"
641,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BST,E,E,T,DBA,"Stem diameter (aboveground, @10% of total height)",0.900,10.500,cm,,"",,,,,"",,,,"Total stem biomass",,,g,1.839290000,2.706300000,,,"ln(BST) = 1.83929 + 2.7063 * ln(DBA)"
642,T,"PICO","Pinus contorta","Lodgepole Pine",BAT,E,E,T,DBA,"Stem diameter (aboveground, @10% of total height)",1.400,7.900,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,2.710020000,2.987000000,,,"ln(BAT) = 2.71002 + 2.9870 * ln(DBA)"
643,T,"PICO","Pinus contorta","Lodgepole Pine",BST,E,E,T,DBA,"Stem diameter (aboveground, @10% of total height)",1.400,7.900,cm,,"",,,,,"",,,,"Total stem biomass",,,g,1.668370000,3.089600000,,,"ln(BST) = 1.66837 + 3.0896 * ln(DBA)"
644,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BAT,E,E,T,DBA,"Stem diameter (aboveground, @10% of total height)",0.900,10.500,cm,HT,"Height",29.000,303.000,cm,,"",,,,"Total aboveground biomass",,,g,0.149500000,0.866900000,,,"ln(BAT) =  0.1495 + 0.8669 * ln(DBA^2*HT)"
645,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BST,E,E,T,DBA,"Stem diameter (aboveground, @10% of total height)",0.900,10.500,cm,HT,"Height",29.000,303.000,cm,,"",,,,"Total stem biomass",,,g,-1.197600000,0.902600000,,,"ln(BST) = -1.1976 + 0.9026 * ln(DBA^2*HT)"
646,T,"PICO","Pinus contorta","Lodgepole Pine",BAT,E,E,T,DBA,"Stem diameter (aboveground, @10% of total height)",1.400,7.900,cm,HT,"Height",38.000,347.000,cm,,"",,,,"Total aboveground biomass",,,g,-0.325800000,0.920300000,,,"ln(BAT) = -0.3258 + 0.9203 * ln(DBA^2*HT)"
647,T,"PICO","Pinus contorta","Lodgepole Pine",BST,E,E,T,DBA,"Stem diameter (aboveground, @10% of total height)",1.400,7.900,cm,HT,"Height",38.000,347.000,cm,,"",,,,"Total stem biomass",,,g,-1.486200000,0.953700000,,,"ln(BST) = -1.4862 + 0.9537 * ln(DBA^2*HT)"
648,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BAT,E,E,T,HT,"Total height",29.000,303.000,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,-5.255200000,2.511800000,,,"ln(BAT) = -5.2552 + 2.5118 * ln(HT)"
649,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BST,E,E,T,HT,"Total height",29.000,303.000,cm,,"",,,,,"",,,,"Total stem biomass",,,g,-6.840800000,2.618600000,,,"ln(BST) = -6.8408 + 2.6186 * ln(HT)"
650,T,"PICO","Pinus contorta","Lodgepole Pine",BAT,E,E,T,HT,"Total height",38.000,347.000,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,-5.067600000,2.371700000,,,"ln(BAT) = -5.0676 + 2.3717 * ln(HT)"
651,T,"PICO","Pinus contorta","Lodgepole Pine",BST,E,E,T,HT,"Total height",38.000,347.000,cm,,"",,,,,"",,,,"Total stem biomass",,,g,-6.439000000,2.465500000,,,"ln(BST) = -6.4390 + 2.4655 * ln(HT)"
652,T,"ALRU","Alnus rubra","Red Alder",BCT,C,Y,T,DBH,"Diameter at breast height (at 1.37 m)",,,cm,HT,"Height",,,cm,,"",,,,"Biomass, crown, live & dead",,,g,10.000000000,0.048000000,-0.000000009,," BCT = 10 + 0.048*DBH^2*HT -9E-09*(DBH^2*HT)^2"
653,T,"ALRU","Alnus rubra","Red Alder",BAE,C,Y,T,HT,"Canopy height",,,cm,,"",,,,,"",,,,"Total aboveground wood & bark biomass",,,g,-17150.000000000,52.400000000,0.014300000,,"BAE = -17150 + 52.4*HT + 0.0143*HT^2"
654,T,"ACMA","Acer macrophyllum","Bigleaf Maple",VAE,C,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,90.000,cm,HT,"Tree height",90.000,270.000,cm,,"",,,,"Volume, aboveground, live and dead wood plus bark",,,cm^3,1.623161000,2.224620000,0.575610000,," ln(VAE) = 1.623161 + 2.22462 * ln(DBH) + 0.57561 * ln(HT)"
655,T,"ACMA","Acer macrophyllum","Bigleaf Maple",VSW,C,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,90.000,cm,HT,"Tree height",90.000,270.000,cm,,"",,,,"Stem wood volume (30cm stump ht.to 10cm top)",,,cm^3,0.001909400,2.353470000,0.695860000,," ln(VSW) = 0.0019094 + 2.35347 * ln(DBH) + 0.69586 * ln(HT)"
656,T,"QUKE","Quercus kelloggii","California Black Oak",VAE,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,110.000,cm,HT,"Tree height",90.000,420.000,cm,,"",,,,"Volume, aboveground, live and dead wood plus bark",,,cm^3,0.550916200,1.974370000,0.850340000,," ln(VAE) = 0.5509162 + 1.97437 * ln(DBH) + 0.85034 * ln(HT)"
657,T,"QUKE","Quercus kelloggii","California Black Oak",VSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,110.000,cm,HT,"Tree height",90.000,420.000,cm,,"",,,,"Stem wood volume (30cm stump ht.to 10cm top)",,,cm^3,-0.183607000,2.126350000,0.833390000,," ln(VSW) = -0.183607 + 2.12635 * ln(DBH) + 0.83339 * ln(HT)"
658,S,"ARPA","Arctostaphylos patula","Grnlf Manzanita",BAT,E,Y,S,DBA,"Stem basal diameter (at ground)",0.400,11.500,cm,LEN,"Canopy length",7.000,298.000,cm,,"",,,,"Total aboveground biomass",0.60,7495.00,g,-1.964000000,1.801600000,0.956700000,,"ln(BAT) = -1.9640 + 1.8016*ln(DBA) + 0.9567*ln(LEN)"
659,T,"QUDO","Quercus douglasii","Blue Oak",VAE,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,70.000,cm,HT,"Tree height",60.000,240.000,cm,,"",,,,"Volume, aboveground, live and dead wood plus bark",,,cm^3,2.121992700,2.330890000,0.461000000,," ln(VAE) = 2.1219927 + 2.33089 * ln(DBH) + 0.461 * ln(HT)"
660,T,"QUDO","Quercus douglasii","Blue Oak",VSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,70.000,cm,HT,"Tree height",60.000,240.000,cm,,"",,,,"Stem wood volume (30cm stump ht.to 10cm top)",,,cm^3,0.689945000,2.539870000,0.505910000,," ln(VSW) = 0.689945 + 2.53987 * ln(DBH) + 0.50591 * ln(HT)"
661,T,"QUCH","Quercus chrysolepis","Canyon Live Oak",VAE,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,80.000,cm,HT,"Tree height",60.000,300.000,cm,,"",,,,"Volume, aboveground, live and dead wood plus bark",,,cm^3,1.473538900,2.205270000,0.611900000,," ln(VAE) = 1.4735389 + 2.20527 * ln(DBH) + 0.6119 * ln(HT)"
662,T,"QUCH","Quercus chrysolepis","Canyon Live Oak",VSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,80.000,cm,HT,"Tree height",60.000,300.000,cm,,"",,,,"Stem wood volume (30cm stump ht.to 10cm top)",,,cm^3,-0.211699000,2.325190000,0.743480000,," ln(VSW) = -0.211699 + 2.32519 * ln(DBH) + 0.74348 * ln(HT)"
663,T,"CACH","Castanopsis chrysophylla","",VAE,C,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,80.000,cm,HT,"Tree height",60.000,300.000,cm,,"",,,,"Volume, aboveground, live and dead wood plus bark",,,cm^3,1.600941300,2.022320000,0.686380000,," ln(VAE) = 1.6009413 + 2.02232 * ln(DBH) + 0.68638 * ln(HT)"
664,T,"CACH","Castanopsis chrysophylla","",VSW,C,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,80.000,cm,HT,"Tree height",60.000,300.000,cm,,"",,,,"Stem wood volume (30cm stump ht.to 10cm top)",,,cm^3,0.473526900,2.072020000,0.774670000,," ln(VSW) = 0.4735269 + 2.07202 * ln(DBH) + 0.77467 * ln(HT)"
665,T,"QUAG","Quercus agrifolia","Coast Live Oak",VAE,C,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,100.000,cm,HT,"Tree height",60.000,300.000,cm,,"",,,,"Volume, aboveground, live and dead wood plus bark",,,cm^3,0.920434800,2.319580000,0.625280000,," ln(VAE) = 0.9204348 + 2.31958 * ln(DBH) + 0.62528 * ln(HT)"
666,T,"QUAG","Quercus agrifolia","Coast Live Oak",VSW,C,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,100.000,cm,HT,"Tree height",60.000,300.000,cm,,"",,,,"Stem wood volume (30cm stump ht.to 10cm top)",,,cm^3,-0.194752000,2.532840000,0.607640000,," ln(VSW) = -0.194752 + 2.53284 * ln(DBH) + 0.60764 * ln(HT)"
667,T,"QUEN","Quercus engelmannii","Engelmann Oak",VAE,C,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,80.000,cm,HT,"Tree height",60.000,150.000,cm,,"",,,,"Volume, aboveground, live and dead wood plus bark",,,cm^3,3.097207200,2.402480000,0.280600000,," ln(VAE) = 3.0972072 + 2.40248 * ln(DBH) + 0.2806 * ln(HT)"
668,T,"QUEN","Quercus engelmannii","Engelmann Oak",VSW,C,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,80.000,cm,HT,"Tree height",60.000,150.000,cm,,"",,,,"Stem wood volume (30cm stump ht.to 10cm top)",,,cm^3,1.529146700,2.612680000,0.311030000,," ln(VSW) = 1.5291467 + 2.61268 * ln(DBH) + 0.31103 * ln(HT)"
669,T,"QUWI","Quercus wislizeni","Interior Live Oak",VAE,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,100.000,cm,HT,"Tree height",60.000,270.000,cm,,"",,,,"Volume, aboveground, live and dead wood plus bark",,,cm^3,1.905826800,2.029890000,0.632570000,," ln(VAP) = 1.9058268 + 2.02989 * ln(DBH) + 0.63257 * ln(HT)"
670,T,"QUWI","Quercus wislizeni","Interior Live Oak",VSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,100.000,cm,HT,"Tree height",60.000,270.000,cm,,"",,,,"Stem wood volume (30cm stump ht.to 10cm top)",,,cm^3,0.095832900,2.149150000,0.778430000,," ln(VSW) = 0.0958329 + 2.14915 * ln(DBH) + 0.77843 * ln(HT)"
671,T,"UMCA","Umbellularia californica","Calif Laurel",VAE,C,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,80.000,cm,HT,"Tree height",60.000,330.000,cm,,"",,,,"Volume, aboveground, live and dead wood plus bark",,,cm^3,0.264383400,1.945530000,0.883890000,," ln(VAE) = 0.2643834 + 1.94553 * ln(DBH) + 0.88389 * ln(HT)"
672,T,"UMCA","Umbellularia californica","Calif Laurel",VSW,C,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,80.000,cm,HT,"Tree height",60.000,330.000,cm,,"",,,,"Stem wood volume (30cm stump ht.to 10cm top)",,,cm^3,-1.680359000,2.059100000,1.052930000,," ln(VSW) = -1.680359 + 2.0591 * ln(DBH) + 1.05293 * ln(HT)"
673,T,"ARME","Arbutus menziesii","Pacific Madrone",VAE,C,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,70.000,cm,HT,"Tree height",60.000,300.000,cm,,"",,,,"Volume, aboveground, live and dead wood plus bark",,,cm^3,0.565676300,1.966280000,0.834580000,," ln(VAE) = 0.5656763 + 1.96628 * ln(DBH) + 0.83458 * ln(HT)"
674,T,"ARME","Arbutus menziesii","Pacific Madrone",VSW,C,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,70.000,cm,HT,"Tree height",60.000,300.000,cm,,"",,,,"Stem wood volume (30cm stump ht.to 10cm top)",,,cm^3,-1.043071000,1.992950000,1.015320000,," ln(VSW) = -1.043071 + 1.99295 * ln(DBH) + 1.01532 * ln(HT)"
